"id","group","hs.grad","nation","gender","age","m.status","political","n.child","income","food","housing","other","score","Pol","time1","time2","time3","scr"
332,"treat","yes","Southern","undis",22,"widowed","Liberal",1,43543.3871590185,0.04,0.9,0.06,0.31,0.788491505024171,0.82,NA,0.815364599325337,0.759941188200136
333,"control","no","Asia","male",27,"divorced","Liberal",3,138762.122100593,0.84,0,0.16,-0.41,1.08038365052842,0.08,NA,0.0832600436013972,0.719311503100774
334,"treat","no","Europe","male",46,"never","New_Democrat",0,106000,0,0.18,0.82,-0.41,4.72967520954116,0.25,NA,0.247925815207159,1.31118410977029
335,"treat","yes","Europe","female",65,"married","Other",0,128538.354925243,0.15,0.07,0.78,0.4,1.77907645442414,0.95,NA,0.942289536049296,1.51322008716709
336,"control","no","Asia","undis",27,"divorced","Liberal",0,66006.8202824259,0.58,0.02,0.4,0.25,0.0669846579750216,0.97,NA,0.962665090444015,0.727284104309676
337,"treat","no","Asia","female",32,"never","Other",2,6000,0.68,0.25,0.07,0.09,2.37023630387639,0.57,NA,0.591841659664272,0.993814485210327
338,"treat","no","Asia","undis",48,"married","Conservative",0,136923.753586297,0.69,0.16,0.15,0.42,2.94801509612663,0.94,NA,0.963907525366473,1.09262751331682
339,"control","yes","North America","undis",25,"never","Other",1,17000,0.19,0.39,0.42,0.45,-0.592219145398387,0.34,NA,0.341856509530766,1.07867566721649
340,"treat","yes","North America","female",58,"married","Other",3,151863.756500441,0.08,0.55,0.37,0.54,1.66732681638463,0.88,NA,0.88392422142193,1.80832528219982
341,"treat","yes","Southern","male",21,"divorced","New_Democrat",3,40067.0472577698,0.49,0.24,0.27,0.35,2.86203719785384,0.3,NA,0.302706791501458,1.05681819993618
342,"control","yes","North America","undis",18,"married","Liberal",2,129169.752486165,0.78,0.1,0.12,0.14,-1.12604061129752,0.87,NA,0.869753046846486,0.730508698536937
343,"control","no","Asia","undis",36,"married","Liberal",2,65888.6919775617,0.9,0.01,0.09,0.5,-0.0300999207455128,0.82,NA,0.8313401378164,0.987569066178849
344,"control","yes","North America","undis",46,"married","Conservative",0,49151.6516985577,0.97,0.03,0,-1.21,-0.268182148380492,0.33,NA,0.339887037111199,-0.167778636620116
345,"treat","yes","North America","female",62,"married","New_Democrat",1,121438.518463814,0.96,0.03,0.01,-1.44,2.43828242267707,0.1,NA,0.103178828446786,0.15524333619649
346,"control","yes","Southern","undis",49,"married","New_Democrat",1,137723.812393173,0.92,0.04,0.04,-0.11,0.0859279894404079,0.29,NA,0.298799352163495,1.99409653316433
347,"control","no","Asia","male",18,"married","New_Democrat",3,135781.65196741,0.41,0.5,0.09,-1.68,2.54727237064478,0.24,NA,0.225136885627542,1.4600365325279
348,"treat","no","North America","male",58,"divorced","Other",0,48342.9428778339,0.52,0.44,0.04,0.5,3.6854758331408,0.55,NA,0.560828904024653,0.383224166885294
349,"treat","no","Europe","female",46,"divorced","Conservative",5,49500.7296742176,0,0.78,0.22,-1.72,2.75879031585935,0.39,NA,0.38828503444251,0.0841291619663078
350,"treat","no","Asia","male",51,"married","Conservative",3,159689.471229237,1,0,0,-1.29,4.24436256368042,0.97,NA,0.979135338101683,2.92652613075005
351,"control","yes","Asia","female",62,"married","Conservative",0,133252.59866466,0,0.89,0.11,-0.1,0.60902173888281,0.04,NA,0.0511586254451064,1.59935830128958
352,"control","no","Asia","female",19,"divorced","Liberal",1,16970.8972719672,0.03,0.35,0.62,0.81,-0.0789849607831865,0.02,NA,0.0315245470387813,-0.087426321117597
353,"treat","no","Europe","female",57,"married","Liberal",5,92125.3702026335,0.24,0.62,0.14,0.31,2.00151464086742,0.9,NA,0.902461104722981,1.39370021891289
354,"control","no","Asia","male",19,"divorced","New_Democrat",4,125026.806338029,0.7,0.2,0.1,0.31,1.93381968764613,0.5,NA,0.492738399847108,1.87449812248707
355,"treat","no","Asia","female",54,"married","New_Democrat",4,73150.901164801,0.81,0.19,0,0.6,3.36960416020114,0.07,NA,0.0514720958897191,1.23355395836096
356,"control","yes","North America","undis",48,"widowed","Other",1,110124.497934651,0.93,0.06,0.01,-0.36,-0.681954834904074,0.6,NA,0.602830128867477,0.533638470280842
357,"treat","no","Europe","undis",59,"never","New_Democrat",0,13000,0.01,0.3,0.69,0.96,3.01968600263719,0.51,NA,0.502100083297806,0.470566807277851
358,"control","yes","Asia","female",64,"married","Conservative",2,161878.082177749,0.73,0.23,0.04,-0.4,0.16648478340357,0.97,NA,0.980815661282201,1.25600996528848
359,"treat","yes","Asia","female",45,"married","New_Democrat",0,12044.4518395993,0.39,0.22,0.39,-0.17,1.62735973147911,0.52,NA,0.519203741404283,0.270800995166394
360,"treat","no","Asia","male",61,"married","Liberal",0,152915.178222681,0.81,0.13,0.06,-0.21,2.96683894281769,0.98,NA,0.981504501175344,1.80841276772255
361,"treat","no","North America","female",37,"married","Conservative",3,50509.3531749311,0.01,0.1,0.89,0.51,3.28605750811219,0.98,NA,0.987470410522751,1.06095114303877
362,"treat","no","Asia","undis",48,"married","New_Democrat",3,92405.5025137672,0.13,0.09,0.78,-0.06,2.93089259175661,0.44,NA,0.449519896468772,0.544680868858323
363,"control","no","Europe","female",40,"married","Liberal",2,73420.1767686779,0.09,0.71,0.2,-0.43,-0.115147303648338,0.85,NA,0.846590995149896,1.21869229575934
364,"treat","yes","Southern","female",21,"never","Other",0,23000,0.21,0.2,0.59,-1.27,1.13265060713819,0.15,NA,0.139445210951533,-0.586260612340158
365,"treat","no","North America","undis",62,"never","Liberal",4,74000,0.12,0.08,0.8,-1.48,1.86135272267749,0.19,NA,0.19809837357712,1.10694069405728
366,"control","yes","Asia","male",45,"never","Other",1,120000,0.17,0.16,0.67,0.68,0.902071751411287,0.35,NA,0.348990608685144,1.02358683122683
367,"treat","no","Asia","male",49,"married","Liberal",1,150405.516812994,0.02,0.81,0.17,0.14,3.23573850616346,0.07,NA,0.0606094915533548,1.15133665172894
368,"control","no","Asia","male",51,"divorced","Conservative",2,50503.9024648456,0.06,0.64,0.3,0.09,1.6703994489447,0.01,NA,0.00685354827880946,0.71505615934385
369,"control","no","Asia","male",35,"divorced","Conservative",2,89275.2497465494,0.25,0.17,0.58,0.94,1.8048160720031,0.01,NA,0.0220533863534698,1.38295944556697
370,"treat","no","Asia","female",59,"married","Conservative",0,50431.814358012,0.04,0.28,0.68,-0.39,3.24310292942846,0.84,NA,0.849262654391966,0.746384005377891
371,"treat","no","Europe","undis",57,"married","Conservative",0,40818.005746976,0.14,0.71,0.15,1.96,3.12784677199994,0.8,NA,0.817861712380291,0.64103759750369
372,"control","no","Southern","male",36,"never","Other",0,68000,0.45,0.52,0.03,-0.95,0.917550430186514,0.33,NA,0.349508102080361,1.39951307370568
373,"treat","no","North America","male",54,"married","New_Democrat",2,114352.122606894,0.22,0.23,0.55,0.55,4.70824498994023,0.22,NA,0.222393092726766,0.345982424305776
374,"control","no","North America","undis",22,"divorced","Conservative",1,61754.3211865409,0.5,0.35,0.15,-0.12,0.781549414237298,0.16,NA,0.141532470274854,0.769484150830691
375,"treat","yes","Asia","female",41,"never","New_Democrat",0,60000,0.98,0,0.02,-1.49,1.68955669840807,0.01,NA,0.027558282518694,0.921908501862175
376,"control","no","North America","male",24,"divorced","Liberal",2,32332.5739168754,0.37,0.09,0.54,1,0.994072491120348,0.99,NA,0.990213451271079,0.711839072082219
377,"control","no","Asia","male",54,"married","Other",1,98297.8026204695,0.56,0.07,0.37,0.02,1.0734766209892,0.35,NA,0.33984074073186,1.28906941587482
378,"control","yes","Asia","female",27,"divorced","Liberal",0,10223.5818156269,0.62,0.17,0.21,1.37,-1.21937788520863,0.98,NA,0.980672959937444,0.143261459060247
379,"treat","no","Asia","male",52,"married","Liberal",1,29868.3342385615,0.62,0.24,0.14,1.24,3.42637900453397,0.33,NA,0.303753543777858,1.13913902266893
380,"treat","yes","Asia","female",27,"married","Liberal",1,37191.7280439013,0.42,0.06,0.52,-0.77,0.313989564833964,0.13,NA,0.143734389603489,1.35394222923269
381,"treat","yes","North America","undis",58,"never","Other",0,11000,0.04,0.29,0.67,-0.34,1.54897940945733,0.79,NA,0.801669507716713,0.490156017765733
382,"treat","no","North America","undis",48,"married","Conservative",1,106326.945830901,0.64,0.36,0,0.35,3.2495347989436,0.97,NA,0.957838917717518,1.50413782397577
383,"treat","no","Asia","undis",57,"widowed","Liberal",1,94173.0660129711,0.43,0.28,0.29,-0.71,1.83531222075293,0.65,NA,0.657271059690876,0.89727699022128
384,"control","no","North America","male",26,"never","Other",0,109000,0.74,0.15,0.11,-0.82,1.83930969725908,0.6,NA,0.600743271129547,1.25468918484307
385,"treat","no","Asia","female",41,"married","Liberal",2,114690.426487725,0.38,0.37,0.25,-0.36,1.71012975650203,0,NA,-0.00610733201333397,1.22488078360231
386,"control","yes","North America","male",44,"never","Liberal",1,50000,0.29,0.18,0.53,-0.97,0.230382755354705,0.98,NA,0.976318554350341,1.23326876147633
387,"treat","no","Asia","male",36,"married","New_Democrat",1,26867.865482022,0.03,0.94,0.03,-0.41,3.13913685615602,0.89,NA,0.869143868657178,0.634301114210197
388,"treat","no","Asia","male",30,"divorced","Liberal",2,139064.124163597,0.47,0.31,0.22,1.54,3.31188190751286,0.36,NA,0.363650793832365,1.24792512648247
389,"control","no","Southern","male",53,"married","Liberal",0,85315.5427682787,0.11,0.54,0.35,1.94,0.879584410466621,0.12,NA,0.124944065746362,1.40665316659151
390,"control","no","North America","undis",50,"married","New_Democrat",2,7713.95089797901,0.65,0.15,0.2,-0.26,1.41362048410985,0.01,NA,-0.00103584367640448,0.593349902183656
391,"treat","no","Europe","female",42,"divorced","Other",2,139427.988182711,0.65,0.32,0.03,1.48,2.40654851444683,0.74,NA,0.739458462556494,2.13490782790654
392,"treat","no","North America","male",64,"widowed","New_Democrat",2,150871.39867864,0.69,0.02,0.29,0.21,5.223994491361,0.01,-0.1,9.57598379501615e-05,1.82726136054717
393,"treat","yes","North America","undis",64,"never","Other",4,69000,0.85,0.11,0.04,0.58,2.0417118403496,0.71,1.2,0.722228631942274,1.36432026446134
394,"control","no","North America","female",39,"widowed","New_Democrat",1,33277.4918323875,0.3,0.48,0.22,-0.49,1.22394086545694,0.38,NA,0.380711676354999,-1.06855610310639
395,"control","no","Asia","undis",23,"divorced","Conservative",3,0,0.34,0.49,0.17,-0.43,1.13944331185618,0.92,NA,0.918831636141752,0.382374222265192
396,"treat","no","Southern","undis",45,"divorced","New_Democrat",2,99438.0179306522,0.46,0,0.54,-0.67,2.51461469735511,0,NA,0.00472879303011137,1.41247698475658
397,"control","no","North America","female",53,"married","Other",2,137763.616135487,0.5,0.46,0.04,-0.78,0.552620914915085,0.27,NA,0.269391067178039,1.56230830553801
398,"control","yes","Asia","female",62,"married","Liberal",1,152004.682854026,0.02,0.35,0.63,-0.82,-0.876581910132763,0.25,1.75,0.264441925656159,1.77247966701025
399,"treat","no","Southern","undis",38,"married","Liberal",1,133980.95875086,0.43,0.37,0.2,-1.45,1.85443630279162,0.22,NA,0.213372390114061,0.975725154716834
400,"treat","no","North America","female",26,"never","Conservative",0,119000,0.57,0.41,0.02,-0.67,2.85546980053699,0.23,NA,0.241821942523961,1.19887533030429
401,"treat","no","North America","male",49,"never","Liberal",0,0,0.69,0.15,0.16,-0.38,3.3924270470976,0.19,NA,0.215589372690571,0.326681738774222
402,"treat","no","Southern","female",53,"divorced","Liberal",2,10952.8492293143,0.29,0.1,0.61,1.24,2.48933336799213,0.84,NA,0.840568349849914,0.37948654986932
403,"treat","no","North America","undis",53,"married","Other",1,79422.31379103,0.98,0.02,0,0.24,2.46424483437502,0,NA,0.00289315006507956,0.673327130089471
404,"treat","yes","Asia","undis",40,"married","Liberal",2,30664.8535835703,0.25,0.23,0.52,0.97,0.9608376157396,0.75,NA,0.734980680554058,0.623207666196794
405,"control","no","Asia","undis",20,"divorced","Other",4,138.8127558175,0.5,0.33,0.17,-2.22,0.0896339425164446,0.55,NA,0.552245407443462,0.410999226250232
406,"treat","no","North America","undis",34,"married","Conservative",1,124463.782363259,0.86,0.02,0.12,0.05,2.99300183117145,0.79,NA,0.800576302533987,2.57432348940791
407,"control","yes","North America","undis",59,"never","Conservative",2,85000,0.21,0.69,0.1,-1.23,0.027792943843275,0.65,NA,0.63947739138564,0.26063225536858
408,"control","yes","Asia","female",64,"married","Liberal",0,39656.1144477882,0.55,0.36,0.09,-0.15,-0.846918255253216,0.01,NA,-0.00062857079914736,-0.56439697082066
409,"treat","yes","Europe","female",22,"married","Liberal",2,110977.30674966,0.87,0,0.13,-0.14,0.525867859351457,0.6,NA,0.58603656892791,1.01258160351943
410,"treat","yes","Asia","undis",23,"divorced","Conservative",1,0,0.79,0.04,0.17,0.43,2.24278119425395,0.69,NA,0.677927159165399,0.755553735390609
411,"control","yes","North America","male",46,"divorced","Conservative",2,67426.6706253505,0.89,0.06,0.05,0.17,1.53397424814919,0.04,NA,0.0166606058070695,1.98854651204463
412,"treat","yes","North America","undis",49,"divorced","Liberal",3,52628.8213559173,0.86,0,0.14,0.59,0.515978948144731,0,NA,-0.00426007601180308,-0.150960568798139
413,"treat","yes","Europe","female",18,"divorced","Liberal",0,138267.256970821,0.6,0.38,0.02,1.41,1.44463416295906,0.59,NA,0.609849974857737,1.93080725607172
414,"treat","no","Southern","male",36,"divorced","Liberal",1,70196.664157073,0.87,0.05,0.08,-1.48,2.99551205319283,0.94,NA,0.93532022345632,0.60147823092283
415,"control","yes","Asia","undis",29,"married","New_Democrat",0,154096.763373687,0.45,0.24,0.31,2.3,0.495624430438242,0.04,NA,0.0258955567600807,1.75878861796113
416,"treat","no","Asia","undis",36,"married","Conservative",0,154602.816667578,0.62,0.09,0.29,-0.54,3.15659900475207,0.62,NA,0.618438121889792,0.965420409823381
417,"treat","yes","Asia","female",30,"married","Other",2,64348.4652940052,0.19,0.56,0.25,0.2,1.27823293982723,0,NA,0.00037589408421771,1.91938272129756
418,"treat","yes","North America","female",30,"married","Conservative",2,51679.4971474615,0.61,0.33,0.06,0.2,1.89041266939019,0.39,NA,0.390663635764203,1.19292878825849
419,"control","no","North America","undis",49,"divorced","Conservative",1,71912.0965282071,0.44,0.3,0.26,-0.33,0.995563844793312,0.7,NA,0.697275673922209,1.50932514347598
420,"treat","yes","Asia","undis",34,"married","Conservative",2,8831.16501818928,0.28,0.49,0.23,-0.28,2.11298906494092,0.01,NA,0.0120856758786906,0.640768015036565
421,"control","yes","North America","female",46,"divorced","Liberal",1,89452.5583468738,0.51,0.48,0.01,-1.05,-1.24038946106291,1,NA,0.984581274198807,1.57170569635296
422,"treat","yes","North America","male",47,"divorced","Conservative",1,46353.5431054352,0.33,0.02,0.65,0.11,3.08286901190953,0.77,NA,0.76030110519286,1.4152082764814
423,"treat","yes","Europe","undis",36,"divorced","Liberal",0,21947.2146642284,0.98,0.02,0,-1.44,0.74683387531798,0.85,NA,0.853738112853597,0.917906523521895
424,"treat","no","North America","female",19,"never","Liberal",2,123000,0.98,0.02,0,-0.64,2.04603471497018,0.19,NA,0.198259532617916,1.83037812495841
425,"control","no","Asia","female",52,"widowed","Conservative",2,92839.6132776037,0.39,0.49,0.12,-1.48,0.866863915398757,0.49,NA,0.492735962506826,1.34152064283096
426,"treat","yes","Asia","undis",26,"widowed","New_Democrat",2,35135.9837962204,0.97,0,0.03,-0.41,2.01057468236658,0.22,NA,0.22109964733678,0.683344224825455
427,"treat","no","Europe","undis",29,"widowed","Other",2,26691.9429408189,0.69,0.22,0.09,-0.87,2.12906341704624,0.6,NA,0.604258386453258,0.741114939689287
428,"control","yes","North America","undis",51,"widowed","Liberal",0,59444.1051325111,0.05,0.86,0.09,0.73,-0.977290720419662,0.17,NA,0.156946062125568,1.19966117250773
429,"control","yes","Asia","male",38,"married","Liberal",1,121111.277587483,0.41,0.43,0.16,0.57,-0.142572732168171,0.91,NA,0.923574547084739,1.91016995365145
430,"treat","no","Europe","female",33,"divorced","New_Democrat",2,126842.585951319,0.79,0.18,0.03,-0.52,3.02736221180466,0.17,NA,0.163618209128724,0.476819378023351
431,"treat","no","Europe","female",56,"never","Other",2,90000,0.77,0.16,0.07,-0.96,2.30025587346433,0.15,NA,0.140172003163296,0.605598814057487
432,"control","yes","Asia","undis",21,"widowed","Conservative",0,13329.6457798083,0.73,0.17,0.1,-0.32,0.0334120440184415,0.06,NA,0.0717623994889242,0.442493296920672
433,"treat","no","North America","female",24,"never","New_Democrat",2,130000,0.59,0.32,0.09,0.89,2.8468824678551,0.88,NA,0.8652428691035,1.15316530736862
434,"treat","no","Europe","male",49,"never","Conservative",1,52000,0.93,0.07,0,-2.24,3.59780017008987,0.78,NA,0.772665535302683,0.23733214431192
435,"treat","yes","Asia","undis",44,"never","Conservative",2,99000,0.07,0.92,0.01,1.48,2.23482549922671,0.3,NA,0.305409823359588,1.98685180591404
436,"treat","no","North America","male",46,"married","Conservative",1,12015.8740510566,0.07,0.74,0.19,1.13,4.46952909672595,0.55,NA,0.549081102852813,0.407080124447595
437,"treat","yes","Europe","undis",30,"never","Liberal",0,64000,0.7,0.04,0.26,0.66,0.564363284089809,0.95,NA,0.943422346220101,1.10683786712408
438,"control","no","Asia","female",54,"divorced","Liberal",0,54697.3495839601,0.26,0.1,0.64,1.9,-0.205520891746756,0.57,NA,0.575741553246488,1.35861508460938
439,"treat","yes","Asia","female",65,"never","Liberal",3,10000,0.96,0.03,0.01,0.3,1.0928338620288,0.9,NA,0.900192801947212,-0.0157232801020916
440,"control","yes","Asia","undis",21,"never","Liberal",1,20000,0.72,0.08,0.2,1.25,-1.0846674259447,0.11,0.13,0.111280590598062,0.713765552484016
441,"control","yes","North America","male",62,"married","Other",0,98716.9683823379,0.48,0.1,0.42,-0.9,0.872232466115555,0.68,NA,0.708447016207075,1.62686960809391
442,"control","yes","North America","female",61,"never","Other",0,44000,0.97,0.01,0.02,-0.86,-0.808561736155713,0.22,NA,0.231174569856584,0.549478349276559
443,"treat","no","North America","male",36,"divorced","New_Democrat",1,6736.17831890711,0.31,0.52,0.17,-1.3,3.99635030619331,0.19,NA,0.202230159136744,0.238656513562609
444,"treat","yes","Asia","female",23,"married","Liberal",2,35879.6046404503,0.15,0.39,0.46,1.28,1.29359961071065,0,NA,0.01917529914943,1.25665385007786
445,"treat","yes","Southern","female",26,"married","Conservative",0,98283.8613808047,0.56,0.17,0.27,0.79,1.9991802044275,0.92,NA,0.918832506364917,1.46043521294896
446,"treat","no","Asia","undis",39,"married","New_Democrat",2,155690.119984239,0.02,0.79,0.19,0.41,3.32484992059389,0.75,NA,0.746950687721519,0.912262937075266
447,"control","no","Asia","male",48,"divorced","Other",2,66931.8569781419,0.36,0.59,0.05,-1.75,1.2264935596161,0.09,NA,0.084063327187705,1.46516450535596
448,"treat","no","Asia","male",33,"married","Liberal",0,53035.1133230195,0.43,0.42,0.15,0.13,2.81870078655591,0.94,NA,0.93869316454305,0.73536288453626
449,"treat","yes","North America","female",31,"divorced","Liberal",4,33412.3331397501,0.55,0.05,0.4,0.38,0.716889175324463,0.05,NA,0.0488706042657459,0.513719023214353
450,"control","no","Southern","male",38,"widowed","Liberal",2,77415.4021742926,0.66,0.17,0.17,-0.6,1.35989507671922,0.99,NA,0.998251012952104,0.843701284592783
451,"control","no","Asia","female",19,"never","Conservative",0,134000,0.98,0.01,0.01,-1.54,0.900228969372845,0.56,NA,0.559135143617875,1.94420276129057
452,"treat","no","Southern","female",21,"married","Liberal",2,13533.4421393792,0.63,0.06,0.31,0.29,1.91409575283128,0.5,NA,0.512208369787149,0.871357825848065
453,"control","no","Asia","male",48,"widowed","Other",1,121977.22414995,0.31,0.18,0.51,-0.06,1.81535346825381,0.17,NA,0.164596066525666,0.853347381244016
454,"control","no","Europe","undis",55,"married","New_Democrat",2,33931.6923069665,0.6,0.1,0.3,-0.15,1.18955787166693,0.98,NA,0.969217437116961,0.461143994545822
455,"treat","no","Southern","male",23,"married","New_Democrat",2,46882.0354974583,0.03,0.22,0.75,-1.56,3.80631130305626,0.29,NA,0.290230004902465,0.366037778639604
456,"treat","yes","Asia","female",56,"married","New_Democrat",0,64070.7148840095,0.14,0.73,0.13,-1.66,2.07541593587513,0.99,NA,0.988394116052048,1.47883514273859
457,"treat","no","Asia","female",23,"divorced","Other",1,0,0.73,0.18,0.09,-1.81,2.03198442428283,0.97,NA,0.960457250918366,0.237303407984156
458,"treat","yes","North America","male",35,"divorced","Liberal",1,78585.8382911738,0.79,0.18,0.03,-0.15,2.08793823655585,0.42,NA,0.422005251422912,0.909086233072324
459,"treat","no","Europe","male",26,"married","Liberal",0,14816.0478890948,0.04,0.14,0.82,-1.03,2.77037898103184,0.94,NA,0.946604615029923,0.7020225821599
460,"treat","no","Europe","male",45,"never","Conservative",2,125000,0.92,0.02,0.06,2.44,4.5586469571653,0.38,NA,0.355530906774597,1.82943863358952
461,"treat","yes","Europe","undis",56,"divorced","Liberal",2,59827.7186969387,0.97,0.01,0.02,0.63,1.03400154757452,0.01,NA,-0.00558854206839534,1.58231179814198
462,"treat","yes","Asia","male",44,"married","Liberal",2,31647.9871888028,0.76,0.16,0.08,-0.5,1.53357548876787,0.06,NA,0.0674455745561225,0.770993751361392
463,"control","no","Europe","male",49,"married","Conservative",2,60256.6323067386,0.25,0.1,0.65,0.01,2.03280640267598,0.28,NA,0.271960714043326,-0.0476193433894713
464,"treat","yes","North America","undis",45,"divorced","New_Democrat",0,69792.1287087332,0.94,0.01,0.05,-0.15,1.72277535597416,0.39,NA,0.37461203894344,0.966919247773383
465,"treat","no","North America","male",45,"widowed","Conservative",0,62591.4656325096,0.31,0.12,0.57,-0.69,3.62050949410262,0.87,NA,0.876192845830528,0.338389213393449
466,"treat","yes","Southern","female",41,"never","Conservative",1,1000,0.05,0.38,0.57,0.01,2.16644643451915,0.48,1.37,0.477101921302868,0.323408467462957
467,"control","yes","Europe","male",61,"widowed","Conservative",3,84477.4056490251,0.79,0.21,0,0.01,1.37185103639942,0.88,NA,0.879546265713042,0.252842993865386
468,"treat","no","Europe","undis",39,"married","Conservative",1,88608.8385352938,0.18,0.05,0.77,1.22,3.63828129682513,0.24,NA,0.258736639536218,1.03027165501642
469,"control","yes","North America","male",62,"married","Liberal",0,129619.194116378,0.15,0.11,0.74,-0.45,0.0152179216346186,0.99,NA,1.00701051915278,1.04482781904784
470,"treat","no","Europe","undis",48,"never","Other",0,31000,0.46,0.47,0.07,-1.28,2.09502211364763,0.16,NA,0.15656170230291,-1.28219730866702
471,"control","yes","North America","male",40,"married","Conservative",2,69898.2254266595,0.49,0,0.51,-1.77,0.460712703965488,0.01,NA,-0.00139789972845272,-0.331681937324199
472,"control","no","North America","male",25,"never","New_Democrat",2,108000,0.03,0,0.97,1.84,2.70254057504884,0.32,NA,0.314086302583599,1.61668983585977
473,"treat","yes","North America","undis",61,"married","Conservative",0,124732.33571912,0.88,0.07,0.05,-0.37,2.29288869764218,0.47,NA,0.478414589484523,1.40739351531124
474,"treat","no","Southern","male",52,"divorced","Liberal",0,50207.1502766089,0.8,0.09,0.11,-0.34,2.82703639955416,0.02,NA,0.0162251160048351,0.696031762796097
475,"treat","yes","North America","undis",39,"married","Conservative",1,51433.1856342404,0.09,0.83,0.08,-1.32,1.78579769543591,0.65,0.35,0.635826868520018,0.662183767742392
476,"control","yes","Asia","male",38,"never","Other",1,70000,0.65,0.09,0.26,-1.77,0.470481268570664,0.18,NA,0.177539873953993,-0.0861928623833389
477,"treat","no","Europe","undis",39,"divorced","Liberal",1,55229.9068345382,0.51,0.24,0.25,-2.25,1.42151609242733,0,NA,0.000774536276028629,-0.0176473483135572
478,"treat","yes","North America","male",30,"never","Liberal",1,84000,0.77,0.21,0.02,1.56,1.62486272762948,0.06,NA,0.0544208421384907,0.703380271642483
479,"control","yes","North America","male",62,"never","Conservative",1,85000,0.29,0.45,0.26,0.29,1.81968427164106,0.01,NA,0.00573386775820863,0.39780918663292
480,"control","yes","North America","undis",34,"married","Liberal",2,111166.990714169,0.89,0.02,0.09,-0.21,-1.36898439650243,0.95,NA,0.940058109143637,1.59087809842079
481,"control","yes","Southern","undis",20,"never","Other",1,148000,0.54,0.25,0.21,-1.61,-0.659514230478436,0.29,NA,0.273511528470691,1.05973222369398
482,"control","no","Southern","undis",32,"married","Conservative",0,22503.702526049,0.88,0.05,0.07,0.54,1.049669021352,0.81,NA,0.815222817408596,0.328967921994175
483,"control","no","Asia","undis",38,"widowed","Liberal",1,44916.2872041298,0.76,0.09,0.15,-1.54,-0.259805993821936,0.99,NA,0.979835258678346,0.0361423135484692
484,"treat","no","North America","male",50,"divorced","Conservative",2,0,0.44,0.23,0.33,-1.02,4.60655264719499,0.07,NA,0.0660809879518557,-0.191253650701133
485,"control","no","Europe","female",36,"divorced","Liberal",1,31253.7493812203,0.79,0.12,0.09,0.23,-0.274552381158839,0.08,NA,0.0706158669862665,0.116489846991294
486,"treat","no","Europe","female",39,"married","Conservative",0,150719.237939537,0.62,0.21,0.17,0.05,3.13069216084011,0.77,NA,0.766813853663392,1.79165011090911
487,"control","no","North America","female",47,"widowed","New_Democrat",3,36980.2018470978,0.15,0.53,0.32,-0.6,0.969183245501751,0.72,NA,0.698065854149505,0.812898511328382
488,"control","no","North America","male",62,"married","New_Democrat",1,77186.1860855359,0.59,0.22,0.19,-0.38,2.0228443494988,0.43,NA,0.435734362514394,0.935054128165788
489,"control","no","Asia","undis",23,"divorced","Other",0,12171.4936595218,0.71,0.2,0.09,0.31,0.595466895716312,0.16,NA,0.162951445341811,0.319535038359061
490,"control","no","Asia","male",26,"never","Conservative",3,126000,0.28,0.16,0.56,-0.59,2.36344431016838,0.68,NA,0.680827469204572,1.0000721712415
491,"control","yes","Europe","female",45,"divorced","Other",1,111611.102697192,0.6,0.38,0.02,-1.94,-0.759773613022868,0.06,NA,0.0305944841316017,1.6236285056813
492,"treat","yes","Asia","undis",30,"married","New_Democrat",1,75082.7636224461,0.63,0.28,0.09,0.42,2.44752013132409,0.27,NA,0.268388667599332,0.352486873157961
493,"control","no","Asia","undis",41,"never","New_Democrat",2,12000,0.63,0.07,0.3,0.41,1.25128247368491,0.8,NA,0.811896996675074,1.39995700247664
494,"treat","yes","North America","undis",23,"never","New_Democrat",3,98000,0.06,0.39,0.55,1.2,1.77407096576096,0.08,NA,0.0775865110018836,1.93920538362688
495,"control","no","Europe","female",22,"divorced","Liberal",2,0,0.37,0.59,0.04,-0.21,0.0188502740975272,0.89,NA,0.881315944811778,-0.298871695444023
496,"treat","yes","Southern","male",27,"married","Conservative",0,146608.825857254,0.08,0.73,0.19,2.33,2.81277980652779,0.78,NA,0.782227930170035,1.86873799890486
497,"control","no","North America","female",54,"married","Liberal",1,63671.1315823243,0,0.12,0.88,0.14,-0.0053427011944826,0.52,NA,0.515743480828018,1.13158465664786
498,"control","no","Asia","male",63,"married","Liberal",2,25864.4424078676,0.51,0.13,0.36,1.42,1.00237261661122,0.67,NA,0.663309121132727,1.163834174586
499,"treat","yes","Southern","female",26,"married","Conservative",0,55507.7178605247,0.08,0.06,0.86,-1.82,1.56668205173778,0.89,NA,0.886609661849423,0.29227274668575
500,"treat","yes","North America","undis",63,"divorced","Liberal",3,1938.61704335816,0.95,0.01,0.04,-1.27,1.0206883169627,0.12,NA,0.131201633343476,0.373447586196802
501,"treat","no","North America","undis",50,"widowed","Conservative",1,68048.2309994352,0.41,0.41,0.18,0.46,3.12659667012716,0.73,NA,0.721111456178347,1.02368894254702
502,"treat","yes","North America","undis",48,"divorced","Conservative",0,0,0.69,0.25,0.06,0.33,2.19517183759686,0.98,NA,0.973370853248474,0.494917149599268
503,"treat","yes","North America","male",35,"never","Liberal",2,6000,0.07,0.7,0.23,-0.39,1.90219717986881,0.92,NA,0.932245049495104,-0.248939792654638
